payment_id,payment_date,account_id,payment_type,currency,amount_local,cross_border_flag,manual_touch_flag,exception_flag,late_release_flag,repair_minutes,fee_usd,status
P000304,2026-01-08,AC0028,ACH,EUR,4221.27,False,False,False,False,0,1.5,Completed
P000305,2026-01-08,AC0034,Payroll,USD,96485.42,False,False,False,False,0,1.5,Completed
P000573,2026-01-08,AC0012,ACH,USD,9367.74,False,True,False,False,0,1.5,Completed
P000580,2026-01-08,AC0025,Local transfer,EUR,12349.56,False,True,False,False,0,1.5,Completed
P000778,2026-01-08,AC0038,Wire,USD,46656.91,True,False,False,False,0,43.5,Completed
P001185,2026-01-08,AC0043,Local transfer,JPY,6011.99,False,False,False,False,0,1.5,Completed
P001522,2026-01-08,AC0053,Local transfer,USD,1232.89,False,False,False,False,0,1.5,Completed
P001590,2026-01-08,AC0010,Wire,USD,13400.21,False,False,False,False,0,19.5,Completed
P001756,2026-01-08,AC0043,Wire,JPY,12233.8,True,False,False,False,0,43.5,Completed
P001831,2026-01-08,AC0032,ACH,EUR,58881.65,False,False,False,False,0,1.5,Completed
P001867,2026-01-08,AC0007,Payroll,USD,1228.82,False,False,False,False,0,1.5,Completed
P001884,2026-01-08,AC0021,Local transfer,EUR,21258.28,False,True,False,False,0,1.5,Completed
P001935,2026-01-08,AC0044,Wire,KRW,7203.01,False,False,False,False,0,19.5,Completed
P002012,2026-01-08,AC0032,Local transfer,EUR,67008.82,False,False,False,False,0,1.5,Completed
P002041,2026-01-08,AC0029,Local transfer,EUR,25439.34,False,False,False,False,0,1.5,Completed
P002057,2026-01-08,AC0055,ACH,USD,3986.36,False,False,False,False,0,1.5,Completed
P002284,2026-01-08,AC0013,Payroll,USD,8460.88,False,False,False,False,0,1.5,Completed
P002415,2026-01-08,AC0028,Local transfer,EUR,30919.11,False,False,False,False,0,1.5,Completed
P002468,2026-01-08,AC0044,Wire,KRW,2098.71,True,False,False,False,0,43.5,Completed
P002618,2026-01-08,AC0049,ACH,USD,74473.65,False,False,False,False,0,1.5,Completed
P002819,2026-01-08,AC0033,Local transfer,EUR,342.62,False,False,False,False,0,1.5,Completed
P003113,2026-01-08,AC0038,Local transfer,USD,5760.5,False,False,False,False,0,1.5,Completed
P003159,2026-01-08,AC0010,Tax,USD,168806.76,False,False,False,False,0,1.5,Completed
P003359,2026-01-08,AC0053,Local transfer,USD,695.1,False,True,False,False,0,1.5,Completed
P003484,2026-01-08,AC0036,Local transfer,SGD,29146.79,False,True,False,False,0,1.5,Completed
P003614,2026-01-08,AC0031,Local transfer,USD,2490.77,False,True,False,False,0,1.5,Completed
P003615,2026-01-08,AC0053,Wire,USD,1074.57,False,False,False,False,0,19.5,Completed
P003710,2026-01-08,AC0014,Local transfer,CAD,35439.08,False,False,False,False,0,1.5,Completed
P003752,2026-01-08,AC0011,Payroll,USD,4758.09,False,False,False,False,0,1.5,Completed
P003754,2026-01-08,AC0006,Tax,USD,30605.32,False,False,False,False,0,1.5,Completed
P003766,2026-01-08,AC0014,Local transfer,CAD,6482.32,False,False,True,False,22,16.5,Repaired
P004049,2026-01-08,AC0053,Wire,USD,20053.6,True,True,False,False,0,43.5,Completed
P004264,2026-01-08,AC0036,Local transfer,SGD,30406.41,False,False,False,False,0,1.5,Completed
P004279,2026-01-08,AC0031,Local transfer,USD,18310.08,False,False,False,False,0,1.5,Completed
P004325,2026-01-08,AC0033,ACH,EUR,17432.06,False,False,False,False,0,1.5,Completed
P004375,2026-01-08,AC0038,ACH,USD,4177.5,False,False,False,False,0,1.5,Completed
P004611,2026-01-08,AC0010,Internal transfer,USD,16663.05,False,False,False,False,0,1.5,Completed
P004740,2026-01-08,AC0044,Local transfer,KRW,8545.78,False,False,False,False,0,1.5,Completed
P004784,2026-01-08,AC0002,ACH,USD,1207.41,False,False,False,False,0,1.5,Completed
P004825,2026-01-08,AC0025,ACH,EUR,7842.82,False,False,False,True,0,1.5,Completed
P004956,2026-01-08,AC0041,Local transfer,JPY,1420.62,False,True,False,True,0,1.5,Completed
P004968,2026-01-08,AC0007,Payroll,USD,25147.14,False,False,False,True,0,1.5,Completed
P005189,2026-01-08,AC0025,Wire,EUR,297893.11,True,True,False,False,0,43.5,Completed
P005221,2026-01-08,AC0053,Local transfer,USD,72159.54,False,False,False,False,0,1.5,Completed
P005490,2026-01-08,AC0031,Wire,USD,12635.06,True,True,False,False,0,43.5,Completed
P005494,2026-01-08,AC0017,Local transfer,GBP,1336.58,False,True,False,False,0,1.5,Completed
P005526,2026-01-08,AC0032,Internal transfer,EUR,7009.65,False,False,True,False,64,16.5,Repaired
P005547,2026-01-08,AC0038,Local transfer,USD,2123.99,False,False,False,False,0,1.5,Completed
P005553,2026-01-08,AC0039,Tax,AUD,98901.53,False,False,False,False,0,1.5,Completed
P005555,2026-01-08,AC0028,Wire,EUR,36735.74,False,False,False,False,0,19.5,Completed
P005617,2026-01-08,AC0017,ACH,GBP,2553.03,False,False,False,False,0,1.5,Completed
P005788,2026-01-08,AC0021,Internal transfer,EUR,4051.42,False,False,False,False,0,1.5,Completed
P006054,2026-01-08,AC0014,Wire,CAD,5581.19,True,False,False,False,0,43.5,Completed
P006070,2026-01-08,AC0032,Wire,EUR,87502.38,True,False,False,False,0,43.5,Completed
P006519,2026-01-08,AC0015,Local transfer,CAD,64117.87,False,True,False,False,0,1.5,Completed
P006692,2026-01-08,AC0007,Local transfer,USD,12286.32,False,True,False,False,0,1.5,Completed
P006854,2026-01-08,AC0047,Local transfer,INR,12906.98,False,False,False,False,0,1.5,Completed
P006875,2026-01-08,AC0050,Internal transfer,HKD,2637.45,False,True,True,False,69,16.5,Rejected
P006918,2026-01-08,AC0026,Local transfer,USD,12131.95,False,False,False,False,0,1.5,Completed
P007410,2026-01-08,AC0031,Payroll,USD,35903.0,False,True,True,False,23,16.5,Repaired
P007439,2026-01-08,AC0014,Local transfer,CAD,8324.08,False,True,False,True,0,1.5,Completed
P000223,2026-01-09,AC0001,Payroll,USD,44553.18,False,True,True,False,13,16.5,Repaired
P000229,2026-01-09,AC0041,Local transfer,JPY,74358.57,False,False,False,False,0,1.5,Completed
P000307,2026-01-09,AC0028,Local transfer,EUR,8767.01,False,False,False,False,0,1.5,Completed
P000564,2026-01-09,AC0035,Payroll,SGD,37734.04,False,True,False,False,0,1.5,Completed
P000610,2026-01-09,AC0041,Local transfer,JPY,3298.74,False,False,False,False,0,1.5,Completed
P001118,2026-01-09,AC0021,Payroll,EUR,24227.7,False,True,False,False,0,1.5,Completed
P001120,2026-01-09,AC0050,Internal transfer,HKD,42764.29,False,True,False,False,0,1.5,Completed
P001237,2026-01-09,AC0043,Local transfer,JPY,51547.48,False,False,False,False,0,1.5,Completed
P001481,2026-01-09,AC0014,ACH,CAD,9004.79,False,True,False,True,0,1.5,Completed
P001533,2026-01-09,AC0028,Local transfer,EUR,24204.36,False,True,False,False,0,1.5,Completed
P001584,2026-01-09,AC0010,Local transfer,USD,22062.51,False,True,False,False,0,1.5,Completed
P001914,2026-01-09,AC0033,ACH,EUR,43621.79,False,False,False,False,0,1.5,Completed
P001945,2026-01-09,AC0019,Local transfer,GBP,9079.05,False,False,False,False,0,1.5,Completed
P002159,2026-01-09,AC0047,Local transfer,INR,2398.12,False,True,False,True,0,1.5,Completed
P002304,2026-01-09,AC0021,ACH,EUR,148369.1,False,False,False,False,0,1.5,Completed
P002321,2026-01-09,AC0015,Local transfer,CAD,4494.26,False,True,False,False,0,1.5,Completed
P002342,2026-01-09,AC0038,ACH,USD,15046.64,False,False,False,False,0,1.5,Completed
P002463,2026-01-09,AC0047,Local transfer,INR,82671.19,False,False,False,False,0,1.5,Completed
P002523,2026-01-09,AC0005,Local transfer,USD,1823.07,False,False,False,False,0,1.5,Completed
P002945,2026-01-09,AC0038,Payroll,USD,56218.93,False,False,False,False,0,1.5,Completed
P003035,2026-01-09,AC0041,ACH,JPY,8018.43,False,False,False,False,0,1.5,Completed
P003046,2026-01-09,AC0005,Local transfer,USD,39789.54,False,False,False,False,0,1.5,Completed
P003192,2026-01-09,AC0044,Wire,KRW,18878.88,True,True,False,False,0,43.5,Completed
P003243,2026-01-09,AC0014,Internal transfer,CAD,46014.36,False,True,False,False,0,1.5,Completed
P003419,2026-01-09,AC0001,Payroll,USD,114061.91,False,False,False,False,0,1.5,Completed
P003572,2026-01-09,AC0034,Wire,USD,19877.38,False,False,False,False,0,19.5,Completed
P003590,2026-01-09,AC0017,Wire,GBP,9343.93,False,False,False,False,0,19.5,Completed
P003608,2026-01-09,AC0014,Tax,CAD,35754.01,False,False,False,False,0,1.5,Completed
P003937,2026-01-09,AC0050,ACH,HKD,20878.35,False,True,False,False,0,1.5,Completed
P003939,2026-01-09,AC0002,Wire,USD,10642.97,False,False,False,False,0,19.5,Completed
P003993,2026-01-09,AC0053,ACH,USD,9234.66,False,True,False,False,0,1.5,Completed
P004004,2026-01-09,AC0001,ACH,USD,20922.77,False,False,False,False,0,1.5,Completed
P004549,2026-01-09,AC0007,Local transfer,USD,4714.87,False,False,True,False,58,16.5,Repaired
P004559,2026-01-09,AC0019,ACH,GBP,28991.36,False,False,False,False,0,1.5,Completed
P004934,2026-01-09,AC0014,Internal transfer,CAD,17403.9,False,False,False,False,0,1.5,Completed
P005050,2026-01-09,AC0050,Local transfer,HKD,13715.26,False,False,False,False,0,1.5,Completed
P005066,2026-01-09,AC0025,Payroll,EUR,48934.32,False,True,False,True,0,1.5,Completed
P005170,2026-01-09,AC0028,Local transfer,EUR,30640.24,False,False,False,False,0,1.5,Completed
P005370,2026-01-09,AC0005,Payroll,USD,36678.91,False,False,False,False,0,1.5,Completed
P005575,2026-01-09,AC0031,Local transfer,USD,11615.49,False,True,False,False,0,1.5,Completed
P005652,2026-01-09,AC0025,Local transfer,EUR,184868.74,False,False,False,False,0,1.5,Completed
P005840,2026-01-09,AC0014,Local transfer,CAD,46454.6,False,False,False,False,0,1.5,Completed
P005847,2026-01-09,AC0001,Local transfer,USD,10147.07,False,True,False,True,0,1.5,Completed
P006198,2026-01-09,AC0014,Payroll,CAD,69826.52,False,False,True,False,27,16.5,Repaired
P006530,2026-01-09,AC0014,ACH,CAD,7450.18,False,False,False,False,0,1.5,Completed
P006661,2026-01-09,AC0052,Local transfer,HKD,13870.05,False,False,False,False,0,1.5,Completed
P006663,2026-01-09,AC0044,Local transfer,KRW,21301.35,False,False,False,False,0,1.5,Completed
P006726,2026-01-09,AC0014,ACH,CAD,3169.03,False,False,False,False,0,1.5,Completed
P006830,2026-01-09,AC0038,Wire,USD,4532.82,True,False,False,False,0,43.5,Completed
P007267,2026-01-09,AC0012,Payroll,USD,82403.42,False,True,False,True,0,1.5,Completed
P007330,2026-01-09,AC0023,Local transfer,EUR,8959.0,False,False,False,False,0,1.5,Completed
P007334,2026-01-09,AC0038,Local transfer,USD,5421.79,False,False,False,False,0,1.5,Completed
P007425,2026-01-09,AC0034,ACH,USD,1211.39,False,True,False,False,0,1.5,Completed
P007448,2026-01-09,AC0033,Internal transfer,EUR,14893.33,False,False,False,False,0,1.5,Completed
P007463,2026-01-09,AC0010,Local transfer,USD,21215.15,False,False,False,False,0,1.5,Completed
P007585,2026-01-09,AC0046,Wire,KRW,180324.0,False,False,False,False,0,19.5,Completed
P000308,2026-01-12,AC0029,ACH,EUR,13545.96,False,False,False,False,0,1.5,Completed
P000356,2026-01-12,AC0044,Local transfer,KRW,15402.19,False,False,False,False,0,1.5,Completed
P000503,2026-01-12,AC0028,Local transfer,EUR,23389.74,False,False,False,False,0,1.5,Completed
P000561,2026-01-12,AC0047,Local transfer,INR,9205.76,False,False,False,False,0,1.5,Completed
P000756,2026-01-12,AC0050,Internal transfer,HKD,14458.73,False,False,False,False,0,1.5,Completed
P000761,2026-01-12,AC0049,Tax,USD,59021.64,False,False,False,False,0,1.5,Completed
P000803,2026-01-12,AC0031,Tax,USD,65289.58,False,True,True,False,51,16.5,Repaired
P000820,2026-01-12,AC0025,ACH,EUR,24659.36,False,True,False,False,0,1.5,Completed
P001022,2026-01-12,AC0038,Local transfer,USD,2790.76,False,True,False,True,0,1.5,Completed
P001216,2026-01-12,AC0017,Tax,GBP,30933.02,False,False,False,False,0,1.5,Completed
P001295,2026-01-12,AC0031,Local transfer,USD,12313.03,False,True,False,False,0,1.5,Completed
P001700,2026-01-12,AC0029,Wire,EUR,3010.22,True,False,False,False,0,43.5,Completed
P001858,2026-01-12,AC0034,Local transfer,USD,8924.97,False,False,False,False,0,1.5,Completed
P001978,2026-01-12,AC0044,Tax,KRW,40565.28,False,False,False,False,0,1.5,Completed
P002062,2026-01-12,AC0044,Wire,KRW,1919.0,False,False,False,False,0,19.5,Completed
P002246,2026-01-12,AC0028,Local transfer,EUR,57176.2,False,False,False,False,0,1.5,Completed
P002328,2026-01-12,AC0043,ACH,JPY,44893.92,False,False,False,False,0,1.5,Completed
P002340,2026-01-12,AC0041,Local transfer,JPY,15171.62,False,False,False,False,0,1.5,Completed
P002429,2026-01-12,AC0043,Local transfer,JPY,6555.52,False,False,False,False,0,1.5,Completed
P002467,2026-01-12,AC0030,ACH,USD,890.65,False,True,False,False,0,1.5,Completed
P002531,2026-01-12,AC0001,Wire,USD,22996.65,True,False,True,False,59,58.5,Repaired
P002866,2026-01-12,AC0047,ACH,INR,29686.72,False,True,False,False,0,1.5,Completed
P002965,2026-01-12,AC0045,Wire,KRW,12034.8,False,True,False,True,0,19.5,Completed
P003090,2026-01-12,AC0028,Local transfer,EUR,5863.73,False,False,False,False,0,1.5,Completed
P003169,2026-01-12,AC0014,Local transfer,CAD,129067.93,False,False,False,False,0,1.5,Completed
P003182,2026-01-12,AC0031,ACH,USD,3090.41,False,False,False,False,0,1.5,Completed
P003258,2026-01-12,AC0021,Payroll,EUR,29774.49,False,True,False,False,0,1.5,Completed
P003444,2026-01-12,AC0021,Local transfer,EUR,52035.04,False,True,False,False,0,1.5,Completed
P003472,2026-01-12,AC0052,ACH,HKD,32415.3,False,False,False,False,0,1.5,Completed
P003645,2026-01-12,AC0034,Local transfer,USD,3122.37,False,False,False,False,0,1.5,Completed
P003684,2026-01-12,AC0038,Payroll,USD,353224.12,False,True,True,False,32,16.5,Repaired
P003692,2026-01-12,AC0001,Tax,USD,78717.25,False,True,True,False,29,16.5,Repaired
P003905,2026-01-12,AC0038,Payroll,USD,47238.52,False,True,False,False,0,1.5,Completed
P004094,2026-01-12,AC0034,Tax,USD,98857.13,False,False,False,False,0,1.5,Completed
P004261,2026-01-12,AC0016,ACH,CAD,8562.93,False,False,False,False,0,1.5,Completed
P004352,2026-01-12,AC0050,Wire,HKD,3012.78,True,True,False,False,0,43.5,Completed
P004354,2026-01-12,AC0014,Local transfer,CAD,63631.72,False,False,False,False,0,1.5,Completed
P004489,2026-01-12,AC0001,Local transfer,USD,10336.2,False,False,True,False,47,16.5,Repaired
P004812,2026-01-12,AC0047,Local transfer,INR,7762.67,False,False,False,False,0,1.5,Completed
P004954,2026-01-12,AC0031,Local transfer,USD,5879.69,False,False,False,False,0,1.5,Completed
P005143,2026-01-12,AC0034,Payroll,USD,39815.21,False,False,False,False,0,1.5,Completed
P005391,2026-01-12,AC0021,ACH,EUR,2123.07,False,False,False,False,0,1.5,Completed
P005477,2026-01-12,AC0028,Local transfer,EUR,30183.15,False,False,False,False,0,1.5,Completed
P005609,2026-01-12,AC0028,ACH,EUR,7609.37,False,False,False,False,0,1.5,Completed
P005643,2026-01-12,AC0001,Tax,USD,45523.49,False,True,True,False,27,16.5,Repaired
P005797,2026-01-12,AC0053,Local transfer,USD,10704.66,False,True,False,False,0,1.5,Completed
P005804,2026-01-12,AC0050,Local transfer,HKD,885.7,False,False,False,False,0,1.5,Completed
P005815,2026-01-12,AC0047,ACH,INR,27764.32,False,True,False,False,0,1.5,Completed
P006097,2026-01-12,AC0047,Payroll,INR,67145.07,False,True,False,False,0,1.5,Completed
P006588,2026-01-12,AC0034,Local transfer,USD,12331.02,False,True,False,False,0,1.5,Completed
P007062,2026-01-12,AC0028,Wire,EUR,10018.01,True,False,False,False,0,43.5,Completed
P007080,2026-01-12,AC0028,Wire,EUR,11695.95,False,False,False,False,0,19.5,Completed
P007206,2026-01-12,AC0005,Local transfer,USD,29073.03,False,True,True,False,24,16.5,Repaired
P007411,2026-01-12,AC0053,Wire,USD,5471.29,True,False,False,False,0,43.5,Completed
P007482,2026-01-12,AC0001,ACH,USD,29715.87,False,False,False,False,0,1.5,Completed
P000001,2026-01-13,AC0038,ACH,USD,13376.14,False,False,False,False,0,1.5,Completed
P000459,2026-01-13,AC0048,Local transfer,INR,59808.93,False,False,False,False,0,1.5,Completed
P000477,2026-01-13,AC0050,ACH,HKD,4710.74,False,False,False,False,0,1.5,Completed
P000928,2026-01-13,AC0053,Tax,USD,10976.45,False,False,False,False,0,1.5,Completed
P001041,2026-01-13,AC0028,ACH,EUR,29576.2,False,True,False,False,0,1.5,Completed
P001043,2026-01-13,AC0014,Tax,CAD,17533.67,False,False,False,False,0,1.5,Completed
P001073,2026-01-13,AC0031,Wire,USD,9568.53,True,True,False,False,0,43.5,Completed
P001102,2026-01-13,AC0031,Wire,USD,7451.93,True,True,False,False,0,43.5,Completed
P001269,2026-01-13,AC0050,Wire,HKD,13617.94,False,True,True,False,24,34.5,Rejected
P001574,2026-01-13,AC0010,Tax,USD,124701.67,False,True,False,False,0,1.5,Completed
P001594,2026-01-13,AC0047,Local transfer,INR,3901.84,False,False,False,False,0,1.5,Completed
P001690,2026-01-13,AC0053,Local transfer,USD,32929.4,False,False,False,False,0,1.5,Completed
P002040,2026-01-13,AC0017,ACH,GBP,21369.85,False,False,False,False,0,1.5,Completed
P002257,2026-01-13,AC0050,ACH,HKD,5999.19,False,True,False,False,0,1.5,Completed
P002259,2026-01-13,AC0010,Local transfer,USD,7650.28,False,True,False,True,0,1.5,Completed
P002413,2026-01-13,AC0028,Local transfer,EUR,23505.58,False,False,False,False,0,1.5,Completed
P002453,2026-01-13,AC0022,ACH,EUR,8122.94,False,False,False,False,0,1.5,Completed
P002492,2026-01-13,AC0053,Local transfer,USD,119185.42,False,False,False,True,0,1.5,Completed
P002814,2026-01-13,AC0053,ACH,USD,4581.27,False,False,False,False,0,1.5,Completed
P002827,2026-01-13,AC0054,Wire,USD,13971.34,False,False,False,False,0,19.5,Completed
P002834,2026-01-13,AC0038,ACH,USD,62807.52,False,False,False,False,0,1.5,Completed
P002938,2026-01-13,AC0044,Wire,KRW,8412.84,False,True,False,False,0,19.5,Completed
P003223,2026-01-13,AC0002,Wire,USD,10824.16,True,True,True,False,48,58.5,Repaired
P003257,2026-01-13,AC0038,Wire,USD,16418.81,False,False,False,False,0,19.5,Completed
P003307,2026-01-13,AC0006,Local transfer,USD,36727.11,False,False,False,False,0,1.5,Completed
P003662,2026-01-13,AC0012,ACH,USD,3430.17,False,False,False,False,0,1.5,Completed
P003701,2026-01-13,AC0031,Local transfer,USD,4307.08,False,False,False,False,0,1.5,Completed
P003780,2026-01-13,AC0026,ACH,USD,3180.71,False,True,True,False,27,16.5,Repaired
P004181,2026-01-13,AC0038,Local transfer,USD,32826.86,False,False,False,False,0,1.5,Completed
P004252,2026-01-13,AC0050,Payroll,HKD,5364.6,False,True,False,False,0,1.5,Completed
P004297,2026-01-13,AC0034,ACH,USD,25195.98,False,True,False,False,0,1.5,Completed
P004449,2026-01-13,AC0055,ACH,USD,11739.71,False,False,False,False,0,1.5,Completed
P004574,2026-01-13,AC0038,Local transfer,USD,15813.45,False,True,False,False,0,1.5,Completed
P004630,2026-01-13,AC0011,Wire,USD,14903.34,False,False,False,False,0,19.5,Completed
P004753,2026-01-13,AC0014,Local transfer,CAD,26466.1,False,False,False,False,0,1.5,Completed
P004962,2026-01-13,AC0028,Wire,EUR,11206.78,False,False,False,False,0,19.5,Completed
P005136,2026-01-13,AC0034,Wire,USD,8027.92,True,False,False,False,0,43.5,Completed
P005305,2026-01-13,AC0028,Wire,EUR,2593.83,True,True,False,False,0,43.5,Completed
P005481,2026-01-13,AC0025,Payroll,EUR,5170.32,False,True,False,False,0,1.5,Completed
P005598,2026-01-13,AC0010,ACH,USD,2550.92,False,True,False,False,0,1.5,Completed
P005657,2026-01-13,AC0028,Local transfer,EUR,6822.53,False,False,False,False,0,1.5,Completed
P005718,2026-01-13,AC0047,Payroll,INR,115756.56,False,False,False,False,0,1.5,Completed
P005722,2026-01-13,AC0010,ACH,USD,5949.8,False,False,False,False,0,1.5,Completed
P005886,2026-01-13,AC0007,Local transfer,USD,28520.81,False,True,False,False,0,1.5,Completed
P006007,2026-01-13,AC0045,Local transfer,KRW,13310.45,False,True,False,False,0,1.5,Completed
P006207,2026-01-13,AC0038,ACH,USD,4807.72,False,False,False,False,0,1.5,Completed
P006302,2026-01-13,AC0005,ACH,USD,2910.61,False,False,False,False,0,1.5,Completed
P006370,2026-01-13,AC0041,ACH,JPY,3398.44,False,False,False,False,0,1.5,Completed
