payment_id,date,account_id,entity_id,entity_name,region,currency,bank_name,priority_payment_cohort,exception_flag,repair_minutes
P003253,2026-01-07,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P003269,2026-01-07,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Cross-border wire only,True,73
P003371,2026-01-07,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P003433,2026-01-07,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Cross-border wire only,False,0
P003616,2026-01-07,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Manual touch + cross-border wire,False,0
P003773,2026-01-07,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Manual touch + cross-border wire,True,40
P003821,2026-01-07,AC0052,E015,Aurelius Hong Kong,APAC,HKD,Continental Trust,Manual touch only,False,0
P003967,2026-01-07,AC0039,E011,Aurelius Australia,APAC,AUD,Continental Trust,Neither priority cohort,False,0
P004054,2026-01-07,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Manual touch only,False,0
P004321,2026-01-07,AC0030,E008,Aurelius Netherlands,EMEA,USD,Pacific Crown,Manual touch only,False,0
P004371,2026-01-07,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Cross-border wire only,False,0
P004465,2026-01-07,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P004584,2026-01-07,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Cross-border wire only,False,0
P004670,2026-01-07,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P004821,2026-01-07,AC0054,E016,Aurelius Global Sourcing,APAC,USD,Northbridge Bank,Neither priority cohort,False,0
P004901,2026-01-07,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Manual touch only,False,0
P005104,2026-01-07,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P005145,2026-01-07,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Neither priority cohort,False,0
P005163,2026-01-07,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P005266,2026-01-07,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Manual touch only,False,0
P005641,2026-01-07,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Neither priority cohort,False,0
P005764,2026-01-07,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P005841,2026-01-07,AC0011,E003,Aurelius Wellness US,NA,USD,Continental Trust,Neither priority cohort,False,0
P005949,2026-01-07,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Manual touch only,False,0
P006134,2026-01-07,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Manual touch only,True,36
P006257,2026-01-07,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P006289,2026-01-07,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P006363,2026-01-07,AC0042,E012,Aurelius Japan,APAC,USD,Union Atlantic,Neither priority cohort,False,0
P006396,2026-01-07,AC0033,E009,Aurelius Spain,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P006587,2026-01-07,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Manual touch only,False,0
P006764,2026-01-07,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P006821,2026-01-07,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Manual touch only,False,0
P006825,2026-01-07,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Manual touch only,False,0
P006836,2026-01-07,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Manual touch only,False,0
P006886,2026-01-07,AC0033,E009,Aurelius Spain,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P006974,2026-01-07,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Neither priority cohort,False,0
P007003,2026-01-07,AC0007,E002,Aurelius Home US,NA,USD,Northbridge Bank,Neither priority cohort,False,0
P007087,2026-01-07,AC0011,E003,Aurelius Wellness US,NA,USD,Continental Trust,Neither priority cohort,False,0
P007155,2026-01-07,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Manual touch only,False,0
P007293,2026-01-07,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Neither priority cohort,False,0
P007309,2026-01-07,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Neither priority cohort,False,0
P007360,2026-01-07,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Manual touch only,False,0
P007554,2026-01-07,AC0046,E013,Aurelius Korea,APAC,KRW,Union Atlantic,Manual touch only,False,0
P007555,2026-01-07,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P000041,2026-01-08,AC0019,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P000138,2026-01-08,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P000304,2026-01-08,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P000305,2026-01-08,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Neither priority cohort,False,0
P000573,2026-01-08,AC0012,E003,Aurelius Wellness US,NA,USD,Northbridge Bank,Manual touch only,False,0
P000580,2026-01-08,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Manual touch only,False,0
P000778,2026-01-08,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Cross-border wire only,False,0
P001185,2026-01-08,AC0043,E012,Aurelius Japan,APAC,JPY,Union Atlantic,Neither priority cohort,False,0
P001522,2026-01-08,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P001590,2026-01-08,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Neither priority cohort,False,0
P001756,2026-01-08,AC0043,E012,Aurelius Japan,APAC,JPY,Union Atlantic,Cross-border wire only,False,0
P001831,2026-01-08,AC0032,E009,Aurelius Spain,EMEA,EUR,Northbridge Bank,Neither priority cohort,False,0
P001867,2026-01-08,AC0007,E002,Aurelius Home US,NA,USD,Northbridge Bank,Neither priority cohort,False,0
P001884,2026-01-08,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Manual touch only,False,0
P001935,2026-01-08,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P002012,2026-01-08,AC0032,E009,Aurelius Spain,EMEA,EUR,Northbridge Bank,Neither priority cohort,False,0
P002041,2026-01-08,AC0029,E008,Aurelius Netherlands,EMEA,EUR,Continental Trust,Neither priority cohort,False,0
P002057,2026-01-08,AC0055,E016,Aurelius Global Sourcing,APAC,USD,Meridian Commercial,Neither priority cohort,False,0
P002284,2026-01-08,AC0013,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Neither priority cohort,False,0
P002415,2026-01-08,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P002468,2026-01-08,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Cross-border wire only,False,0
P002618,2026-01-08,AC0049,E014,Aurelius India,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P002819,2026-01-08,AC0033,E009,Aurelius Spain,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P003113,2026-01-08,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P003159,2026-01-08,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Neither priority cohort,False,0
P003359,2026-01-08,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Manual touch only,False,0
P003484,2026-01-08,AC0036,E010,Aurelius Singapore,APAC,SGD,Continental Trust,Manual touch only,False,0
P003614,2026-01-08,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Manual touch only,False,0
P003615,2026-01-08,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P003710,2026-01-08,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Neither priority cohort,False,0
P003752,2026-01-08,AC0011,E003,Aurelius Wellness US,NA,USD,Continental Trust,Neither priority cohort,False,0
P003754,2026-01-08,AC0006,E002,Aurelius Home US,NA,USD,Pacific Crown,Neither priority cohort,False,0
P003766,2026-01-08,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Neither priority cohort,True,22
P004049,2026-01-08,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Manual touch + cross-border wire,False,0
P004264,2026-01-08,AC0036,E010,Aurelius Singapore,APAC,SGD,Continental Trust,Neither priority cohort,False,0
P004279,2026-01-08,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Neither priority cohort,False,0
P004325,2026-01-08,AC0033,E009,Aurelius Spain,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P004375,2026-01-08,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P004611,2026-01-08,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Neither priority cohort,False,0
P004740,2026-01-08,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P004784,2026-01-08,AC0002,E001,Aurelius Group Holdings,NA,USD,Pacific Crown,Neither priority cohort,False,0
P004825,2026-01-08,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P004956,2026-01-08,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Manual touch only,False,0
P004968,2026-01-08,AC0007,E002,Aurelius Home US,NA,USD,Northbridge Bank,Neither priority cohort,False,0
P005189,2026-01-08,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Manual touch + cross-border wire,False,0
P005221,2026-01-08,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P005490,2026-01-08,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Manual touch + cross-border wire,False,0
P005494,2026-01-08,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Manual touch only,False,0
P005526,2026-01-08,AC0032,E009,Aurelius Spain,EMEA,EUR,Northbridge Bank,Neither priority cohort,True,64
P005547,2026-01-08,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P005553,2026-01-08,AC0039,E011,Aurelius Australia,APAC,AUD,Continental Trust,Neither priority cohort,False,0
P005555,2026-01-08,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P005617,2026-01-08,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P005788,2026-01-08,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Neither priority cohort,False,0
P006054,2026-01-08,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Cross-border wire only,False,0
P006070,2026-01-08,AC0032,E009,Aurelius Spain,EMEA,EUR,Northbridge Bank,Cross-border wire only,False,0
P006519,2026-01-08,AC0015,E004,Aurelius Canada,NA,CAD,Pacific Crown,Manual touch only,False,0
P006692,2026-01-08,AC0007,E002,Aurelius Home US,NA,USD,Northbridge Bank,Manual touch only,False,0
P006854,2026-01-08,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Neither priority cohort,False,0
P006875,2026-01-08,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Manual touch only,True,69
P006918,2026-01-08,AC0026,E007,Aurelius France,EMEA,USD,Union Atlantic,Neither priority cohort,False,0
P007410,2026-01-08,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Manual touch only,True,23
P007439,2026-01-08,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Manual touch only,False,0
P000223,2026-01-09,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Manual touch only,True,13
P000229,2026-01-09,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P000307,2026-01-09,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P000564,2026-01-09,AC0035,E010,Aurelius Singapore,APAC,SGD,Pacific Crown,Manual touch only,False,0
P000610,2026-01-09,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P001118,2026-01-09,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Manual touch only,False,0
P001120,2026-01-09,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Manual touch only,False,0
P001237,2026-01-09,AC0043,E012,Aurelius Japan,APAC,JPY,Union Atlantic,Neither priority cohort,False,0
P001481,2026-01-09,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Manual touch only,False,0
P001533,2026-01-09,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Manual touch only,False,0
P001584,2026-01-09,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Manual touch only,False,0
P001914,2026-01-09,AC0033,E009,Aurelius Spain,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P001945,2026-01-09,AC0019,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P002159,2026-01-09,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Manual touch only,False,0
P002304,2026-01-09,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Neither priority cohort,False,0
P002321,2026-01-09,AC0015,E004,Aurelius Canada,NA,CAD,Pacific Crown,Manual touch only,False,0
P002342,2026-01-09,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P002463,2026-01-09,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Neither priority cohort,False,0
P002523,2026-01-09,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Neither priority cohort,False,0
P002945,2026-01-09,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P003035,2026-01-09,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P003046,2026-01-09,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Neither priority cohort,False,0
P003192,2026-01-09,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Manual touch + cross-border wire,False,0
P003243,2026-01-09,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Manual touch only,False,0
P003419,2026-01-09,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Neither priority cohort,False,0
P003572,2026-01-09,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Neither priority cohort,False,0
P003590,2026-01-09,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P003608,2026-01-09,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Neither priority cohort,False,0
P003937,2026-01-09,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Manual touch only,False,0
P003939,2026-01-09,AC0002,E001,Aurelius Group Holdings,NA,USD,Pacific Crown,Neither priority cohort,False,0
P003993,2026-01-09,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Manual touch only,False,0
P004004,2026-01-09,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Neither priority cohort,False,0
P004549,2026-01-09,AC0007,E002,Aurelius Home US,NA,USD,Northbridge Bank,Neither priority cohort,True,58
P004559,2026-01-09,AC0019,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P004934,2026-01-09,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Neither priority cohort,False,0
P005050,2026-01-09,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Neither priority cohort,False,0
P005066,2026-01-09,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Manual touch only,False,0
P005170,2026-01-09,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P005370,2026-01-09,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Neither priority cohort,False,0
P005575,2026-01-09,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Manual touch only,False,0
P005652,2026-01-09,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P005840,2026-01-09,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Neither priority cohort,False,0
P005847,2026-01-09,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Manual touch only,False,0
P006198,2026-01-09,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Neither priority cohort,True,27
P006530,2026-01-09,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Neither priority cohort,False,0
P006661,2026-01-09,AC0052,E015,Aurelius Hong Kong,APAC,HKD,Continental Trust,Neither priority cohort,False,0
P006663,2026-01-09,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P006726,2026-01-09,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Neither priority cohort,False,0
P006830,2026-01-09,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Cross-border wire only,False,0
P007267,2026-01-09,AC0012,E003,Aurelius Wellness US,NA,USD,Northbridge Bank,Manual touch only,False,0
P007330,2026-01-09,AC0023,E006,Aurelius Germany,EMEA,EUR,Northbridge Bank,Neither priority cohort,False,0
P007334,2026-01-09,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P007425,2026-01-09,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Manual touch only,False,0
P007448,2026-01-09,AC0033,E009,Aurelius Spain,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P007463,2026-01-09,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Neither priority cohort,False,0
P007585,2026-01-09,AC0046,E013,Aurelius Korea,APAC,KRW,Union Atlantic,Neither priority cohort,False,0
P000308,2026-01-12,AC0029,E008,Aurelius Netherlands,EMEA,EUR,Continental Trust,Neither priority cohort,False,0
P000356,2026-01-12,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P000503,2026-01-12,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P000561,2026-01-12,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Neither priority cohort,False,0
P000756,2026-01-12,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Neither priority cohort,False,0
P000761,2026-01-12,AC0049,E014,Aurelius India,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P000803,2026-01-12,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Manual touch only,True,51
P000820,2026-01-12,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Manual touch only,False,0
P001022,2026-01-12,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Manual touch only,False,0
P001216,2026-01-12,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P001295,2026-01-12,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Manual touch only,False,0
P001700,2026-01-12,AC0029,E008,Aurelius Netherlands,EMEA,EUR,Continental Trust,Cross-border wire only,False,0
P001858,2026-01-12,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Neither priority cohort,False,0
P001978,2026-01-12,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P002062,2026-01-12,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P002246,2026-01-12,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P002328,2026-01-12,AC0043,E012,Aurelius Japan,APAC,JPY,Union Atlantic,Neither priority cohort,False,0
P002340,2026-01-12,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P002429,2026-01-12,AC0043,E012,Aurelius Japan,APAC,JPY,Union Atlantic,Neither priority cohort,False,0
P002467,2026-01-12,AC0030,E008,Aurelius Netherlands,EMEA,USD,Pacific Crown,Manual touch only,False,0
P002531,2026-01-12,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Cross-border wire only,True,59
P002866,2026-01-12,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Manual touch only,False,0
